role,kind,bin,lower_bytes,upper_bytes,objects_count,canonical_bytes,population,snapshot,provenance,status
payload_chunk,NATIVE_FULL,256..1023,256,1023,5631,3122592,"unique selected objects by exclusive role, representation and fixed canonical-byte bin",final pre-verification logical snapshot represented by bound inventory; phase and immutable custody checked in upstream proof,/Users/yifanxu/Ephemeral-AI-Lab/layerfs-storage-v3-runs/issue88-SP-candidate-census-1/roles-inventory.sqlite,derived
payload_chunk,NATIVE_FULL,1024..4095,1024,4095,6942,16721688,"unique selected objects by exclusive role, representation and fixed canonical-byte bin",final pre-verification logical snapshot represented by bound inventory; phase and immutable custody checked in upstream proof,/Users/yifanxu/Ephemeral-AI-Lab/layerfs-storage-v3-runs/issue88-SP-candidate-census-1/roles-inventory.sqlite,derived
payload_chunk,NATIVE_FULL,4096..16383,4096,16383,10568,88782795,"unique selected objects by exclusive role, representation and fixed canonical-byte bin",final pre-verification logical snapshot represented by bound inventory; phase and immutable custody checked in upstream proof,/Users/yifanxu/Ephemeral-AI-Lab/layerfs-storage-v3-runs/issue88-SP-candidate-census-1/roles-inventory.sqlite,derived
payload_chunk,NATIVE_FULL,16384..65535,16384,65535,4319,87216528,"unique selected objects by exclusive role, representation and fixed canonical-byte bin",final pre-verification logical snapshot represented by bound inventory; phase and immutable custody checked in upstream proof,/Users/yifanxu/Ephemeral-AI-Lab/layerfs-storage-v3-runs/issue88-SP-candidate-census-1/roles-inventory.sqlite,derived
payload_chunk,NATIVE_FULL,65536+,65536,null,0,0,"unique selected objects by exclusive role, representation and fixed canonical-byte bin",final pre-verification logical snapshot represented by bound inventory; phase and immutable custody checked in upstream proof,/Users/yifanxu/Ephemeral-AI-Lab/layerfs-storage-v3-runs/issue88-SP-candidate-census-1/roles-inventory.sqlite,derived
payload_chunk,NATIVE_PREFIX,0..63,0,63,0,0,"unique selected objects by exclusive role, representation and fixed canonical-byte bin",final pre-verification logical snapshot represented by bound inventory; phase and immutable custody checked in upstream proof,/Users/yifanxu/Ephemeral-AI-Lab/layerfs-storage-v3-runs/issue88-SP-candidate-census-1/roles-inventory.sqlite,derived
payload_chunk,NATIVE_PREFIX,64..255,64,255,201,36921,"unique selected objects by exclusive role, representation and fixed canonical-byte bin",final pre-verification logical snapshot represented by bound inventory; phase and immutable custody checked in upstream proof,/Users/yifanxu/Ephemeral-AI-Lab/layerfs-storage-v3-runs/issue88-SP-candidate-census-1/roles-inventory.sqlite,derived
payload_chunk,NATIVE_PREFIX,256..1023,256,1023,9671,5291949,"unique selected objects by exclusive role, representation and fixed canonical-byte bin",final pre-verification logical snapshot represented by bound inventory; phase and immutable custody checked in upstream proof,/Users/yifanxu/Ephemeral-AI-Lab/layerfs-storage-v3-runs/issue88-SP-candidate-census-1/roles-inventory.sqlite,derived
payload_chunk,NATIVE_PREFIX,1024..4095,1024,4095,11800,27728272,"unique selected objects by exclusive role, representation and fixed canonical-byte bin",final pre-verification logical snapshot represented by bound inventory; phase and immutable custody checked in upstream proof,/Users/yifanxu/Ephemeral-AI-Lab/layerfs-storage-v3-runs/issue88-SP-candidate-census-1/roles-inventory.sqlite,derived
payload_chunk,NATIVE_PREFIX,4096..16383,4096,16383,23463,210277110,"unique selected objects by exclusive role, representation and fixed canonical-byte bin",final pre-verification logical snapshot represented by bound inventory; phase and immutable custody checked in upstream proof,/Users/yifanxu/Ephemeral-AI-Lab/layerfs-storage-v3-runs/issue88-SP-candidate-census-1/roles-inventory.sqlite,derived
payload_chunk,NATIVE_PREFIX,16384..65535,16384,65535,13171,265886683,"unique selected objects by exclusive role, representation and fixed canonical-byte bin",final pre-verification logical snapshot represented by bound inventory; phase and immutable custody checked in upstream proof,/Users/yifanxu/Ephemeral-AI-Lab/layerfs-storage-v3-runs/issue88-SP-candidate-census-1/roles-inventory.sqlite,derived
payload_chunk,NATIVE_PREFIX,65536+,65536,null,0,0,"unique selected objects by exclusive role, representation and fixed canonical-byte bin",final pre-verification logical snapshot represented by bound inventory; phase and immutable custody checked in upstream proof,/Users/yifanxu/Ephemeral-AI-Lab/layerfs-storage-v3-runs/issue88-SP-candidate-census-1/roles-inventory.sqlite,derived
symlink_state,FULL,0..63,0,63,3,126,"unique selected objects by exclusive role, representation and fixed canonical-byte bin",final pre-verification logical snapshot represented by bound inventory; phase and immutable custody checked in upstream proof,/Users/yifanxu/Ephemeral-AI-Lab/layerfs-storage-v3-runs/issue88-SP-candidate-census-1/roles-inventory.sqlite,derived
symlink_state,FULL,64..255,64,255,4,316,"unique selected objects by exclusive role, representation and fixed canonical-byte bin",final pre-verification logical snapshot represented by bound inventory; phase and immutable custody checked in upstream proof,/Users/yifanxu/Ephemeral-AI-Lab/layerfs-storage-v3-runs/issue88-SP-candidate-census-1/roles-inventory.sqlite,derived
symlink_state,FULL,256..1023,256,1023,0,0,"unique selected objects by exclusive role, representation and fixed canonical-byte bin",final pre-verification logical snapshot represented by bound inventory; phase and immutable custody checked in upstream proof,/Users/yifanxu/Ephemeral-AI-Lab/layerfs-storage-v3-runs/issue88-SP-candidate-census-1/roles-inventory.sqlite,derived
symlink_state,FULL,1024..4095,1024,4095,0,0,"unique selected objects by exclusive role, representation and fixed canonical-byte bin",final pre-verification logical snapshot represented by bound inventory; phase and immutable custody checked in upstream proof,/Users/yifanxu/Ephemeral-AI-Lab/layerfs-storage-v3-runs/issue88-SP-candidate-census-1/roles-inventory.sqlite,derived
symlink_state,FULL,4096..16383,4096,16383,0,0,"unique selected objects by exclusive role, representation and fixed canonical-byte bin",final pre-verification logical snapshot represented by bound inventory; phase and immutable custody checked in upstream proof,/Users/yifanxu/Ephemeral-AI-Lab/layerfs-storage-v3-runs/issue88-SP-candidate-census-1/roles-inventory.sqlite,derived
symlink_state,FULL,16384..65535,16384,65535,0,0,"unique selected objects by exclusive role, representation and fixed canonical-byte bin",final pre-verification logical snapshot represented by bound inventory; phase and immutable custody checked in upstream proof,/Users/yifanxu/Ephemeral-AI-Lab/layerfs-storage-v3-runs/issue88-SP-candidate-census-1/roles-inventory.sqlite,derived
symlink_state,FULL,65536+,65536,null,0,0,"unique selected objects by exclusive role, representation and fixed canonical-byte bin",final pre-verification logical snapshot represented by bound inventory; phase and immutable custody checked in upstream proof,/Users/yifanxu/Ephemeral-AI-Lab/layerfs-storage-v3-runs/issue88-SP-candidate-census-1/roles-inventory.sqlite,derived
