role,kind,bin,lower_bytes,upper_bytes,objects_count,canonical_bytes,population,snapshot,provenance,status
payload_chunk,FULL,1024..4095,1024,4095,6134,14826686,"unique selected objects by exclusive role, representation and fixed canonical-byte bin",final pre-verification logical snapshot represented by bound inventory; phase and immutable custody checked in upstream proof,/Users/yifanxu/Ephemeral-AI-Lab/layerfs-storage-v3-runs/issue88-SP-control-census-1/roles-inventory.sqlite,derived
payload_chunk,FULL,4096..16383,4096,16383,8182,66297692,"unique selected objects by exclusive role, representation and fixed canonical-byte bin",final pre-verification logical snapshot represented by bound inventory; phase and immutable custody checked in upstream proof,/Users/yifanxu/Ephemeral-AI-Lab/layerfs-storage-v3-runs/issue88-SP-control-census-1/roles-inventory.sqlite,derived
payload_chunk,FULL,16384..65535,16384,65535,2653,53271880,"unique selected objects by exclusive role, representation and fixed canonical-byte bin",final pre-verification logical snapshot represented by bound inventory; phase and immutable custody checked in upstream proof,/Users/yifanxu/Ephemeral-AI-Lab/layerfs-storage-v3-runs/issue88-SP-control-census-1/roles-inventory.sqlite,derived
payload_chunk,FULL,65536+,65536,null,0,0,"unique selected objects by exclusive role, representation and fixed canonical-byte bin",final pre-verification logical snapshot represented by bound inventory; phase and immutable custody checked in upstream proof,/Users/yifanxu/Ephemeral-AI-Lab/layerfs-storage-v3-runs/issue88-SP-control-census-1/roles-inventory.sqlite,derived
symlink_state,FULL,0..63,0,63,3,126,"unique selected objects by exclusive role, representation and fixed canonical-byte bin",final pre-verification logical snapshot represented by bound inventory; phase and immutable custody checked in upstream proof,/Users/yifanxu/Ephemeral-AI-Lab/layerfs-storage-v3-runs/issue88-SP-control-census-1/roles-inventory.sqlite,derived
symlink_state,FULL,64..255,64,255,4,316,"unique selected objects by exclusive role, representation and fixed canonical-byte bin",final pre-verification logical snapshot represented by bound inventory; phase and immutable custody checked in upstream proof,/Users/yifanxu/Ephemeral-AI-Lab/layerfs-storage-v3-runs/issue88-SP-control-census-1/roles-inventory.sqlite,derived
symlink_state,FULL,256..1023,256,1023,0,0,"unique selected objects by exclusive role, representation and fixed canonical-byte bin",final pre-verification logical snapshot represented by bound inventory; phase and immutable custody checked in upstream proof,/Users/yifanxu/Ephemeral-AI-Lab/layerfs-storage-v3-runs/issue88-SP-control-census-1/roles-inventory.sqlite,derived
symlink_state,FULL,1024..4095,1024,4095,0,0,"unique selected objects by exclusive role, representation and fixed canonical-byte bin",final pre-verification logical snapshot represented by bound inventory; phase and immutable custody checked in upstream proof,/Users/yifanxu/Ephemeral-AI-Lab/layerfs-storage-v3-runs/issue88-SP-control-census-1/roles-inventory.sqlite,derived
symlink_state,FULL,4096..16383,4096,16383,0,0,"unique selected objects by exclusive role, representation and fixed canonical-byte bin",final pre-verification logical snapshot represented by bound inventory; phase and immutable custody checked in upstream proof,/Users/yifanxu/Ephemeral-AI-Lab/layerfs-storage-v3-runs/issue88-SP-control-census-1/roles-inventory.sqlite,derived
symlink_state,FULL,16384..65535,16384,65535,0,0,"unique selected objects by exclusive role, representation and fixed canonical-byte bin",final pre-verification logical snapshot represented by bound inventory; phase and immutable custody checked in upstream proof,/Users/yifanxu/Ephemeral-AI-Lab/layerfs-storage-v3-runs/issue88-SP-control-census-1/roles-inventory.sqlite,derived
symlink_state,FULL,65536+,65536,null,0,0,"unique selected objects by exclusive role, representation and fixed canonical-byte bin",final pre-verification logical snapshot represented by bound inventory; phase and immutable custody checked in upstream proof,/Users/yifanxu/Ephemeral-AI-Lab/layerfs-storage-v3-runs/issue88-SP-control-census-1/roles-inventory.sqlite,derived
