pack_id,admission_checkpoint,selected_records_count,pack_bytes,status,snapshot,provenance,limitation
1,0,12,867,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1316,67,69,46326,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1317,67,77,51806,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1318,67,27,64299,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1319,67,10,18227,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1320,67,37,82616,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1321,67,56,60589,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1322,67,70,59664,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1323,67,54,52486,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1324,67,63,64933,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1325,67,85,79711,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1326,67,61,47279,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1327,67,68,63582,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1328,67,66,55000,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1329,67,73,77038,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1330,67,81,49883,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1331,67,81,43593,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1332,67,124,43940,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1333,67,95,46107,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1334,67,89,52104,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1335,67,88,63304,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1336,67,246,86625,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1337,67,210,84981,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1338,67,186,93410,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1339,67,206,90568,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1340,67,177,84268,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1341,67,112,63358,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1342,68,44,40378,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1343,68,10,18180,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1344,68,5,11561,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1345,68,30,18867,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1346,68,43,10613,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1347,68,46,8363,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1348,68,43,23393,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1349,68,53,60654,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1350,68,63,59072,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1351,68,42,71611,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1352,68,37,86258,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1353,68,6,7495,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1354,68,46,78739,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1355,68,57,67208,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1356,68,51,59158,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1357,68,79,59871,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1358,68,52,61139,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1359,68,67,75010,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1360,68,81,90599,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1361,68,62,75830,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1362,68,78,43550,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1363,68,144,57341,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1364,68,114,56850,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1365,68,101,71551,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1366,68,100,59863,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1367,68,78,59563,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1368,68,129,59036,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1369,68,124,57038,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1370,68,140,50506,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1371,68,131,60426,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1372,68,81,58641,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1373,68,89,62149,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1374,68,73,61700,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1375,68,100,56029,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1376,68,59,59009,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1377,68,50,50802,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1378,68,148,61260,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1379,68,196,91348,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1380,68,229,92817,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1381,68,190,88137,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1382,68,199,92745,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1383,68,122,63550,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1384,69,34,34068,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1385,69,1,7700,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1386,69,40,66878,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1387,69,1,8691,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1388,69,68,69156,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1389,69,42,97721,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1390,69,49,107677,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1391,69,53,107579,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1392,69,39,88574,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1393,70,30,23795,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1394,70,4,12837,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1395,70,39,36462,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1396,70,36,26388,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1397,70,61,50161,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1398,70,28,83041,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1399,70,29,75151,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1400,70,3,5436,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1401,70,41,72119,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1402,70,3,5276,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1403,70,24,74858,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1404,70,1,8125,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1405,70,49,74575,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1406,70,60,58743,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1407,70,62,54334,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1408,70,43,59554,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1409,70,65,55994,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1410,70,74,68982,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1411,70,78,65573,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1412,70,51,79010,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1413,70,75,58332,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1414,70,93,52019,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1415,70,71,63329,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1416,70,20,34462,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1417,70,38,12127,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1418,70,95,55300,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1419,70,161,94207,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1420,70,170,96033,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1421,70,170,92663,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1422,70,159,92993,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1423,70,157,95395,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1424,70,12,16309,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1425,71,33,27394,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1426,71,41,43955,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1427,71,36,73122,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1428,71,57,79431,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1429,71,82,55818,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1430,71,68,69376,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1431,71,55,85185,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1432,71,85,75674,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1433,71,108,66223,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1434,71,93,55877,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1435,71,99,51284,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1436,71,76,54245,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1437,71,91,106949,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1438,71,118,102870,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1439,71,107,102044,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1440,71,106,102921,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1441,72,34,40229,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1442,72,6,6389,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1443,72,49,75813,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1444,72,109,61242,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1445,72,77,108485,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1446,72,72,104423,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1447,72,70,109191,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1448,72,25,56731,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1449,73,31,35821,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1450,73,1,1168,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1451,73,31,53442,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1452,73,3,6477,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
1453,73,39,64339,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
